national_code,date_granted,label,amount_approved,count_installment,num_loans,age,sex,marital_status,current_installments_amount_guarantee,num_negative_status_last_2years,num_negative_status_before_2years,total_early_payment,total_delayed_payment,max_installment_amount,oldest_loan_age,complete_last_payment_age,num_prev_0_1_yearLoans,num_prev_1_3_yearsLoans,guarantor_role,negstatus_guarantor_last_12_month,negstatus_guarantor_before_12_month,completed_to_all_loan_amount,variety_prev_purpose,outstanding_debt_ratio,sarresid_gozashte_6_month,sarresid_gozashte_6_18_month,sarresid_gozashte_18_120_month,moavagh_12_month,moavagh_12_120_month,mashkookolvosol_12_month,mashkookolvosol_12_120_month,worst_negative_status_last_2years,total_complete_installments_5years,total_current_installments,age_last_negative_status
hash_14011227_131464,14001028,0,264702087.2,36,3,35,مرد,متاهل,0,0,0,.,.,23547122.56,723,.,3,1,1,0,.,.,2,0.709646384,0,0,0,0,0,0,0,,.,65462818.22,.
hash_14011227_155106,14010106,0,1041489756,36,10,47,مرد,مجرد,53112569.16,3,20,26,201,103708713.4,2244,217,0,5,1,1,0,0.540986066,4,0.386724135,0,3,20,0,0,0,0,سررسید گذشته,132853691.8,48401361.33,218
hash_14011227_36148,14000722,0,182101072.8,12,2,39,مرد,متاهل,0,0,0,0,0,54586488.66,805,348,2,1,0,.,.,0.270858866,2,0.972222222,0,0,0,0,0,0,0,,48666247.08,54586488.66,.
hash_14011227_174429,14000706,0,610038593.8,26,3,38,مرد,متاهل,0,0,0,.,.,109157830.7,455,.,3,1,0,.,.,.,3,0.996171267,0,0,0,0,0,0,0,,.,92782972.21,.
hash_14011227_173751,14010106,0,881260563.1,48,3,34,زن,مجرد,29577395.82,0,0,0,122,18608521.03,1295,77,0,2,1,0,0,0.244264284,3,0.437010551,0,0,0,0,0,0,0,,13187451.31,26098868.17,.
hash_14011227_41331,14001221,0,416764459.3,19,5,42,مرد,مجرد,174668197.7,0,0,61,0,46983596.51,3020,201,1,3,1,0,0,0.308621708,2,0.472886155,0,0,0,0,0,0,0,,67146070.53,67826188.91,.
hash_14011227_161712,14000907,0,1049807025,36,3,44,مرد,متاهل,138214582.2,0,0,.,.,49818608.71,1348,.,1,1,1,3,4,.,2,0.551341111,0,0,0,0,0,0,0,,.,50468383.04,.
hash_14011227_85966,14000815,0,231161914.8,12,7,53,مرد,متاهل,135307259.3,1,2,1314,280,87828768.48,2183,421,3,1,1,0,0,0.441450409,5,0.617574377,0,1,2,0,0,0,0,سررسید گذشته,103927642.5,66804083.98,526
hash_14011227_12723,14001022,0,1024653241,28,4,37,زن,متاهل,0,0,2,223,53,66446930.67,2006,22,1,0,0,.,.,1,2,0,0,0,2,0,0,0,0,,134438940.1,0,1365
hash_14011227_96989,14000806,0,800175859.1,26,5,48,مرد,متاهل,424427539.6,0,0,0,1072,44981207.41,3368,118,2,0,1,2,6,0.509453885,3,0.245901639,0,0,0,0,0,0,0,,93387044.15,0,.
hash_14011227_1143,14000824,0,545897752.7,16,7,41,زن,مجرد,161147051.4,0,0,5,0,97216901.2,3392,665,4,0,1,5,1,0.055849333,2,0.740436691,0,0,0,0,0,0,0,,34560699.46,233728675.6,.
hash_14011227_193142,14000818,0,444542143.9,24,3,40,زن,مجرد,117705092.1,0,0,.,.,20591812.9,681,.,1,3,1,0,0,.,1,0.589526198,0,0,0,0,0,0,0,,.,37224455.91,.
hash_14011227_52200,14000402,0,1174713087,14,4,40,زن,مجرد,482089194.4,0,1,59,18,48274049.24,2193,806,3,0,1,9,3,0.291638119,3,0.789049156,0,0,1,0,0,0,0,,26199863.82,48274049.24,1434
hash_14011227_103979,14000427,0,405073478.3,14,1,60,مرد,متاهل,42340354.76,0,0,.,.,49158867.54,355,.,2,0,1,0,0,.,1,0.675675676,0,0,0,0,0,0,0,,.,49158867.54,.
hash_14011227_139504,14000417,0,141775717.4,24,2,38,مرد,متاهل,18894251.45,0,0,.,.,17810606.95,891,.,2,1,1,0,0,.,2,0.805871219,0,0,0,0,0,0,0,,.,24351757.5,.
hash_14011227_77901,14001026,0,170775540.1,24,7,43,مرد,متاهل,83978248.69,0,0,119,187,69044784.62,2266,440,1,1,1,0,1,0.743319355,2,0.516369848,0,0,0,0,0,0,0,,225014163.1,42137678.65,.
hash_14011227_9992,14001128,0,468846852,11,17,40,مرد,مجرد,7763778466,12,91,922,772,3414619207,3350,148,3,6,1,5,45,0.446821022,4,0.640211099,3,4,60,0,7,0,4,معوق,7920669479,561114888.7,14
hash_14011227_47577,14001215,0,567262736.2,17,1,47,مرد,متاهل,0,0,0,.,.,26151531.03,845,.,1,1,0,.,.,.,1,0,0,0,0,0,0,0,0,,.,0,.
hash_14011227_98113,14000701,0,819454827.4,20,1,36,زن,مجرد,32988889.57,0,8,.,.,26270769.86,1929,.,1,0,1,0,1,.,1,0,0,0,8,0,0,0,0,,.,0,948
hash_14011227_175941,14000803,0,444542143.9,12,9,46,مرد,مجرد,2664300239,12,96,0,23,50282371.48,2751,3,5,2,1,0,3,0.1442026,4,0.551205848,0,8,59,0,25,0,4,سررسید گذشته,73912769.53,87542711.26,249
hash_14011227_163001,14000916,0,437419593.6,40,1,59,مرد,متاهل,30876677.19,0,0,.,.,22339384.53,365,.,2,0,1,0,.,.,1,0.648648649,0,0,0,0,0,0,0,,.,22339384.53,.
hash_14011227_107543,14001112,0,416938807.7,36,4,50,مرد,متاهل,47983828.35,0,0,.,.,26244631.27,1184,.,2,1,1,0,1,.,1,0.56788364,0,0,0,0,0,0,0,,.,36584529.01,.
hash_14011227_139693,14000724,0,271330598.4,42,19,41,مرد,متاهل,24695630.27,0,0,0,0,33286716.89,3337,162,3,0,1,0,10,0.337069451,3,0.437204139,0,0,0,0,0,0,0,,76094996.64,25916561.78,.
hash_14011227_68142,14001219,0,82691360.96,12,3,37,زن,متاهل,131735878.3,0,0,0,173,34167006.53,1899,1360,1,1,1,1,8,0.097916113,2,0.277758648,0,0,0,0,0,0,0,,19483754.99,34167006.53,.
hash_14011227_37914,14000601,0,566212361.7,36,1,38,زن,متاهل,0,0,0,0,0,15676552.3,1302,207,1,0,0,.,.,1,1,0,0,0,0,0,0,0,0,,15676552.3,0,.
hash_14011227_47011,14001223,0,661530887.7,36,12,49,مرد,متاهل,249307714.8,0,1,130,16,33325710.93,1946,169,3,6,1,0,1,0.160097587,2,0.593780408,0,0,1,0,0,0,0,,30317606.06,82624640.54,1068
hash_14011227_131935,14000703,0,1092606437,48,1,47,مرد,متاهل,129411777.8,0,4,0,0,24039108.44,3483,346,1,0,1,0,14,1,1,0,0,0,4,0,0,0,0,,24039108.44,0,1070
hash_14011227_134172,14000712,0,174817029.9,12,12,48,مرد,مجرد,751942913,0,0,36,26,57787407.98,3282,441,6,3,1,3,10,0.301274681,4,0.834433777,0,0,0,0,0,0,0,,102500675.5,109353943.2,.
hash_14011227_30433,14000625,0,581311358,16,2,35,مرد,متاهل,0,0,9,190,0,68820846.44,1767,861,1,1,0,.,.,1,2,0,0,0,9,0,0,0,0,,68820846.44,0,931
hash_14011227_156705,14001014,0,512326620.4,36,3,47,زن,مجرد,0,0,0,.,.,25324099.64,397,.,2,2,0,.,.,.,2,0.781688386,0,0,0,0,0,0,0,,.,25324099.64,.
hash_14011227_4328,14000609,0,671905335.9,18,3,39,زن,متاهل,0,1,0,0,49,61098464.95,1466,322,1,2,0,.,.,0.304423494,2,0.254294452,1,0,0,0,0,0,0,سررسید گذشته,34137071.76,0,133
hash_14011227_185287,14000803,0,1013904609,84,5,47,زن,مجرد,0,0,0,.,.,39580442.63,1460,.,2,3,0,.,.,.,2,0.606475806,0,0,0,0,0,0,0,,.,51037888.87,.
hash_14011227_141423,14000725,0,1092606437,24,2,55,مرد,مجرد,261620151.2,0,0,0,115,17432719.55,2045,1215,1,0,1,6,17,1,2,0,0,0,0,0,0,0,0,,32489829.29,0,.
hash_14011227_101346,14001215,0,330765443.9,20,1,39,زن,متاهل,17077554.01,0,1,0,19,5681356.335,2377,1262,1,0,1,0,.,1,1,0,0,0,1,0,0,0,0,,5681356.335,0,1903
hash_14011227_171616,14000924,0,279948539.9,12,1,40,زن,مجرد,0,0,0,0,13,10664490.15,1407,300,1,0,0,.,.,1,1,0,0,0,0,0,0,0,0,,10664490.15,0,.
hash_14011227_201755,14000625,0,415222398.6,26,12,53,مرد,مجرد,144860922.4,1,6,1280,92,55557653.09,4662,296,3,2,1,0,6,0.638518133,4,0.854174349,0,0,6,0,1,0,0,معوق,166642393.7,95989214.16,369
hash_14011227_66861,14001008,0,683102160.5,36,1,39,مرد,مجرد,0,0,0,.,.,1090121.816,1379,.,1,0,0,.,.,.,1,0.06122449,0,0,0,0,0,0,0,,.,1090121.816,.
hash_14011227_7268,14000805,0,889084287.9,24,1,75,زن,متاهل,0,0,0,.,.,13367424785,112,.,2,0,0,.,.,.,1,1,0,0,0,0,0,0,0,,.,0,.
hash_14011227_86786,14001209,0,661530887.7,36,8,47,مرد,متاهل,282300668,2,2,318,144,62334198.84,2599,253,3,2,1,6,5,0.624587707,2,0.698270947,1,1,2,0,0,0,0,سررسید گذشته,135501140.2,69299315.76,39
hash_14011227_80809,14010129,0,160229193.3,10,3,41,مرد,مجرد,39617769.86,0,0,48,0,36765089.85,2003,535,0,1,1,0,0,0.60864093,2,0.25,0,0,0,0,0,0,0,,46502016.15,0,.
hash_14011227_185197,14000521,0,245375277.9,15,24,62,مرد,مجرد,1697176461,8,67,55,2661,680293589.7,3129,175,5,7,1,45,42,0.825959299,4,0.461750234,0,0,23,0,14,0,1,معوق,2790923813,35464387.65,631
hash_14011227_12820,14001205,0,239804946.8,11,2,55,زن,مجرد,0,0,0,0,102,15402867.2,931,67,2,1,0,.,.,0.057871029,2,1,0,0,0,0,0,0,0,,15402867.2,174135867.7,.
hash_14011227_131488,14001005,0,85387770.06,24,4,54,مرد,متاهل,0,0,19,.,.,19336250.31,2331,.,1,3,0,.,.,.,1,0.614014351,0,0,18,0,0,0,0,,.,19336250.31,1407
hash_14011227_71709,14001224,0,826913609.6,60,6,50,مرد,مجرد,435796067.4,0,0,0,43,77963385.94,2388,1249,2,3,1,4,1,0.446282393,3,0.600198571,0,0,0,0,0,0,0,,10052844.34,89878541.47,.
hash_14011227_132698,14010215,0,463693208.6,24,8,37,مرد,مجرد,520478928.1,0,0,200,90,71747779.53,3006,132,1,1,1,2,0,0.544456964,3,0.807973358,0,0,0,0,0,0,0,,171862633.4,128316580.5,.
hash_14011227_194254,14001014,0,683102160.5,36,4,35,مرد,متاهل,0,0,0,0,408,52896507.78,1667,91,1,2,0,.,.,0.683333074,2,0.323837184,0,0,0,0,0,0,0,,61287520.32,9870900.239,.
hash_14011227_125632,14000829,0,261390780.6,18,4,59,مرد,متاهل,0,0,0,9,0,25433925.14,1647,519,2,1,0,0,0,0.417787921,2,0.738771516,0,0,0,0,0,0,0,,28424562.02,25433925.14,.
hash_14011227_73234,14000930,0,603639039.1,20,2,35,زن,متاهل,0,3,4,0,55,13221577.88,1878,23,1,0,0,.,.,0.081101662,2,0.35483871,1,1,0,0,5,0,0,معوق,1205829.801,13221577.88,59
hash_14011227_53639,14000415,0,384819804.4,11,4,51,مرد,مجرد,126558339.1,1,33,0,147,25624801.71,2529,685,2,0,1,0,0,0.103104736,2,0.369959025,0,1,22,0,7,0,2,سررسید گذشته,11244717.09,25624801.71,476
hash_14011227_120386,14001013,0,375706188.3,17,1,41,مرد,متاهل,0,0,0,.,.,26578700.13,925,.,1,1,0,.,.,.,1,0.166666667,0,0,0,0,0,0,0,,.,0,.
hash_14011227_12790,14001011,0,157113496.9,18,4,35,مرد,متاهل,66442242.07,0,0,0,71,44162572.62,2702,876,1,1,1,12,0,0.669160984,2,0.388888889,0,0,0,0,0,0,0,,67904328,0,.
hash_14011227_168223,14000606,0,1132424723,22,4,47,زن,مجرد,201898177.4,0,0,31,30,90194748.8,1682,527,1,2,1,0,0,0.651594993,2,0.462507816,0,0,0,0,0,0,0,,133230951.1,0,.
hash_14011227_185905,14000704,0,364202145.5,21,2,38,زن,مجرد,53617388.83,0,0,.,.,36610941.99,981,.,2,1,1,0,0,.,2,0.831824222,0,0,0,0,0,0,0,,.,36610941.99,.
hash_14011227_131508,14001005,0,273240864.2,12,2,49,زن,مجرد,26275920.9,1,2,756,0,21500448.58,1477,219,1,1,1,1,3,1,2,0,0,0,3,0,0,0,0,سررسید گذشته,36816803.45,0,586
hash_14011227_18538,14000729,0,1092606437,48,2,50,مرد,متاهل,0,0,0,.,.,0,19,.,3,0,0,.,.,.,1,1,0,0,0,0,0,0,0,,.,10926104.83,.
hash_14011227_87085,14000505,0,884717249.8,32,1,42,مرد,متاهل,59444128.43,0,0,.,.,76880526.36,447,.,1,1,1,7,37,.,1,0.375,0,0,0,0,0,0,0,,.,0,.
hash_14011227_191746,14001105,0,167445304.3,10,3,44,مرد,متاهل,0,0,0,604,211,41648230.85,1829,706,1,1,0,.,.,0.285786238,2,0.606557377,0,0,0,0,0,0,0,,51685281.32,41648230.85,.
hash_14011227_88907,14000810,0,195598543.3,10,4,56,مرد,مجرد,28250929.63,6,0,0,43,52888562.57,1521,71,2,1,1,0,1,0.048714327,3,0.652792809,1,5,0,0,0,0,0,سررسید گذشته,7658177.431,17193140.85,102
hash_14011227_120081,14000423,0,425327152.2,12,3,41,مرد,متاهل,164971773.8,2,1,173,17,73678341.36,1768,482,1,0,1,4,24,0.253762846,2,0.31147541,0,2,1,0,0,0,0,سررسید گذشته,46181075.54,0,421
hash_14011227_37831,14001011,0,426938850.3,24,4,35,مرد,متاهل,0,4,0,0,63,43635441.87,2156,347,1,2,0,0,1,0.855181998,3,0.2,2,1,0,0,0,0,0,سررسید گذشته,59075278.75,0,73
hash_14011227_21504,14001022,0,170775540.1,36,6,40,مرد,مجرد,92166502.06,0,26,162,84,41068486.82,2919,673,1,2,1,0,0,0.157559877,3,0.502656498,0,0,19,0,1,0,0,,40882316.54,99311686.64,1302
hash_14011227_184869,14000824,0,177816857.6,17,2,42,مرد,متاهل,0,0,0,76,0,32521605.06,1479,460,1,0,0,.,.,0.423168658,2,0.142857143,0,0,0,0,0,0,0,,32473581.92,32521605.06,.
hash_14011227_123937,14000426,0,710950537.9,23,4,42,زن,مجرد,107356284.4,0,0,61,0,46701749.96,1511,109,2,1,1,0,0,0.788025913,2,0.756756757,0,0,0,0,0,0,0,,101793161.2,15553875.06,.
hash_14011227_165162,14001106,0,435357791.1,28,6,65,مرد,متاهل,0,0,0,0,0,2279045398,2726,46,3,2,0,.,.,0.679512234,2,0.875695742,0,0,0,0,0,0,0,,2318434676,14575152.26,.
hash_14011227_23077,14000426,0,243044087,12,1,37,مرد,مجرد,0,2,0,.,.,11990841.76,1010,.,1,1,0,.,.,.,1,0.46875,1,0,1,0,0,0,0,سررسید گذشته,.,11990841.76,82
hash_14011227_13086,14000511,0,392600444.6,14,1,61,زن,متاهل,46224271.63,0,0,0,0,19210160.82,2622,796,1,0,1,0,34,1,1,0,0,0,0,0,0,0,0,,19210160.82,0,.
hash_14011227_21074,14001203,0,661530887.7,36,1,45,زن,مجرد,0,0,0,.,.,1181903.473,1799,.,1,0,0,.,.,.,1,0.016393443,0,0,0,0,0,0,0,,.,1181903.473,.
hash_14011227_6985,14000401,0,1215220435,32,12,47,زن,متاهل,368131599.2,2,0,0,948,72910940.92,2600,146,3,3,1,14,10,0.407334099,3,0.554045034,1,0,0,0,0,0,0,سررسید گذشته,167187804.5,88659148.11,96
hash_14011227_158936,14000728,0,1001555900,17,13,61,مرد,مجرد,4354608718,0,3,376,71,2388466542,3390,25,4,6,1,2,44,0.369946885,5,0.776928247,0,0,2,0,0,0,0,,2834019952,464123243.2,1918
hash_14011227_56498,14000615,0,628495721.5,30,10,43,مرد,متاهل,60604771.96,0,0,11,0,70967233.71,4229,339,2,1,1,3,7,0.709287314,3,0.875155052,0,0,0,0,0,0,0,,93365046.76,76476889.6,.
hash_14011227_89920,14000910,0,908083076.3,24,1,66,زن,متاهل,0,1,0,0,52,2931635.053,633,216,1,1,0,.,.,1,1,0,0,1,0,0,0,0,0,سررسید گذشته,2931635.053,0,274
hash_14011227_890,14001203,0,578839526.8,36,4,54,مرد,متاهل,193925175.1,0,0,756,0,11606228.16,1993,685,2,1,1,5,5,0.135504119,1,0.917808219,0,0,0,0,0,0,0,,6504884.011,11606228.16,.
hash_14011227_102098,14000502,0,98150111.14,33,7,59,مرد,متاهل,2073853487,20,88,0,29,3214621028,3820,26,5,1,1,2,0,0.441324541,4,0.774409807,0,4,9,0,36,0,59,مشکوک الوصول,3214621028,61961928.92,372
hash_14011227_196210,14000825,0,1066901145,28,1,69,مرد,متاهل,0,0,0,0,0,17799384.86,2463,637,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,17799384.86,0,.
hash_14011227_117713,14000518,0,765570866.9,15,1,37,زن,مجرد,0,0,0,59,0,55055176.99,751,79,1,1,0,.,.,1,1,0,0,0,0,0,0,0,0,,55055176.99,0,.
hash_14011227_16532,14000308,0,1091137975,23,1,42,مرد,متاهل,0,0,0,.,.,24904452.51,126,.,2,0,0,.,.,.,1,0.944444444,0,0,0,0,0,0,0,,.,24904452.51,.
hash_14011227_37241,14000428,0,283551434.8,20,4,46,زن,متاهل,82848153.84,1,9,24,0,40291682.51,4167,42,1,2,1,0,0,0.778566549,2,0.615384615,0,0,10,0,0,0,0,سررسید گذشته,85727664.05,40291682.51,667
hash_14011227_89992,14000523,0,593713948.3,34,1,70,زن,متاهل,35657472.14,0,0,9,0,10348883.24,2025,1058,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,10348883.24,0,.
hash_14011227_107912,14001113,0,837226521.4,30,2,53,زن,متاهل,92079511.91,0,0,0,0,10936995.82,2727,62,1,1,1,0,.,1,2,0,0,0,0,0,0,0,0,,14520551.17,0,.
hash_14011227_174655,14000825,0,960211030.9,39,1,38,زن,متاهل,0,0,0,.,.,52537681.48,1666,.,1,0,0,.,.,.,1,0,0,0,0,0,0,0,0,,.,0,.
hash_14011227_76224,14000804,0,334295692.2,14,3,49,زن,متاهل,0,0,0,26,0,28743784.01,1503,555,1,2,0,.,.,0.001940673,1,0.358786277,0,0,0,0,0,0,0,,1293900.278,42221368.02,.
hash_14011227_50706,14000717,0,147501868.9,16,3,38,زن,متاهل,56269946.39,0,0,.,.,19612124.49,749,.,2,2,1,0,3,.,2,0.341467498,0,0,0,0,0,0,0,,.,1714152.756,.
hash_14011227_71105,14000820,0,106690114.5,30,7,43,زن,مجرد,330831742.9,0,4,0,0,40145197.05,1801,425,1,2,1,8,10,0.081140843,2,0.43293218,0,0,4,0,0,0,0,,20810972.15,22772273.19,1072
hash_14011227_67670,14001214,0,446533349.2,33,3,74,مرد,مجرد,0,0,0,101,0,50604087.71,1223,594,2,1,0,.,0,0.300854073,2,0.727690218,0,0,0,0,0,0,0,,48901292.2,50604087.71,.
hash_14011227_8750,14000630,0,377474907.8,18,4,40,مرد,مجرد,179425361.9,0,0,0,87,28539172.45,2208,999,3,1,1,0,1,0.215359462,2,0.918422819,0,0,0,0,0,0,0,,28539172.45,185766836.6,.
hash_14011227_94362,14000901,0,1049807025,22,6,52,مرد,مجرد,3421234882,10,13,0,505,49766276.67,2464,216,4,1,1,11,24,0.822013975,4,0.417628052,0,8,15,0,0,0,0,سررسید گذشته,80152857.86,0,247
hash_14011227_185573,14001118,0,301401547.7,12,8,78,مرد,متاهل,15176524.61,0,7,0,2024,211699228,3410,729,1,1,1,0,0,0.789530983,2,0.381294965,0,0,3,0,4,0,0,,278210315.1,10843238.55,780
hash_14011227_117629,14000322,0,1049171129,12,1,60,مرد,مجرد,90074556.55,0,2,0,72,25844238.13,1953,785,1,0,1,3,13,1,1,0,0,0,2,0,0,0,0,,25844238.13,0,1151
hash_14011227_60422,14000824,0,177816857.6,24,3,50,مرد,متاهل,90592571.49,0,17,.,.,114603489.1,858,.,3,1,1,0,.,.,2,0.952097244,0,0,5,0,3,0,9,,.,170403892.7,910
hash_14011227_66801,14000930,0,279948539.9,17,11,42,زن,متاهل,164306399.6,0,0,0,203,63685145.99,2378,167,4,2,1,4,40,0.760822541,2,0.59985436,0,0,0,0,0,0,0,,198392371.1,28903256.09,.
hash_14011227_90757,14000601,0,938025145.9,12,4,45,زن,متاهل,214665032.9,0,0,0,0,97478609.36,1484,159,2,2,1,0,0,0.976193824,2,0.583333333,0,0,0,0,0,0,0,,258571172.8,0,.
hash_14011227_49063,14001128,0,505684818.9,17,2,42,زن,متاهل,0,0,0,0,0,24578350.25,5867,1123,1,0,0,.,.,0.861926404,1,0,0,0,0,0,0,0,0,,24578350.25,0,.
hash_14011227_51743,14001218,0,363841988.2,10,3,52,زن,متاهل,21285921.06,0,0,256,0,48203552.76,1516,417,1,1,1,0,0,0.675913651,2,0.648648649,0,0,0,0,0,0,0,,66779932.29,0,.
hash_14011227_136340,14000310,0,419668451.7,24,1,68,زن,متاهل,0,9,16,.,.,34208050.61,1961,.,1,0,0,.,.,.,1,0.741666667,1,2,21,0,0,0,0,سررسید گذشته,.,34208050.61,165
hash_14011227_58312,14001226,0,909604970.6,48,3,38,مرد,متاهل,0,2,0,.,.,9637515.318,912,.,3,1,0,.,0,.,1,0.754634089,0,2,0,0,0,0,0,سررسید گذشته,.,25005530.36,416
hash_14011227_652,14000917,0,262451756.1,24,5,57,مرد,مجرد,1234602807,0,0,0,0,26989923.29,1772,509,1,3,1,8,14,0.856265374,2,0.342429397,0,0,0,0,0,0,0,,1002356.804,0,.
hash_14011227_44230,14000819,0,533450572.7,24,5,41,مرد,مجرد,31982521.81,0,5,756,0,58012960.85,3746,730,1,2,1,0,.,0.516074852,4,0.432432432,0,0,5,0,0,0,0,,21959498.7,58012960.85,1056
hash_14011227_165204,14000906,0,96232310.59,10,6,36,زن,مجرد,0,2,0,.,.,8547251.114,857,.,5,2,0,.,.,.,2,0.804915896,2,0,0,0,0,0,0,سررسید گذشته,.,29374527.92,38
hash_14011227_63151,14000706,0,182101072.8,24,7,41,مرد,متاهل,182456260.2,0,0,0,0,52564526.51,4328,243,2,2,1,2,7,0.235951635,2,0.525359524,0,0,0,0,0,0,0,,44912044.5,85654392.98,.
hash_14011227_113130,14000608,0,1113550978,23,16,40,مرد,مجرد,31725004.57,0,0,989,0,40405464.18,3344,1122,3,4,1,0,0,0.21159675,2,0.802309609,0,0,0,0,0,0,0,,22853871.82,4642682.693,.
hash_14011227_85623,14001117,0,411915448.5,20,1,36,زن,مجرد,0,1,0,.,.,45024403.85,1715,.,1,0,0,.,.,.,1,0,0,0,0,0,1,0,0,معوق,.,0,565
hash_14011227_185314,14000422,0,1012683696,29,3,59,مرد,متاهل,111424998.3,0,0,455,0,42580239.9,3779,582,1,0,1,4,1,1,2,0,0,0,0,0,0,0,0,,52081071.75,0,.
hash_14011227_17524,14000809,0,889084287.9,48,1,43,مرد,مجرد,0,0,0,.,.,14820189.15,391,.,1,1,0,.,.,.,1,0.847058824,0,0,0,0,0,0,0,,.,14820189.15,.
hash_14011227_10755,14001008,0,256163310.2,24,5,39,زن,متاهل,213393167.2,0,0,0,223,102071045.4,1878,458,2,2,1,0,0,0.43725438,3,0.472375776,0,0,0,0,0,0,0,,119027468.1,105620200.8,.
hash_14011227_200685,14000902,0,262451756.1,10,3,51,زن,متاهل,0,5,2,16,20,16068315.21,1935,31,1,0,0,.,.,1,2,0,0,4,3,0,0,0,0,سررسید گذشته,28746046.4,0,250
hash_14011227_286,14000409,0,506341847.9,36,1,39,مرد,متاهل,14065051.33,0,22,.,.,30160015.71,2654,.,1,0,1,0,.,.,1,0.270491803,0,0,22,0,0,0,0,,.,0,1837
hash_14011227_138787,14000230,0,430261259.4,24,3,57,مرد,مجرد,112001919.4,0,15,0,67,19731817.36,2058,821,1,0,1,1,7,1,1,0,0,0,14,0,0,0,0,,30298168.63,0,960
hash_14011227_156294,14001112,0,619547625.8,24,1,37,مرد,متاهل,50722030.83,0,0,0,0,28999877.71,2266,745,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,,28999877.71,0,.
hash_14011227_165535,14000701,0,728404291,36,6,39,زن,متاهل,267857681.7,4,0,352,63,44310895.71,4538,377,3,0,1,0,0,0.2378405,3,0.665476855,0,0,0,1,0,3,0,مشکوک الوصول,44988763.18,68166971.76,226
hash_14011227_103886,14000419,0,607610217.5,24,1,34,مرد,مجرد,61816777.71,0,0,.,.,57046669.38,998,.,1,1,1,0,0,.,1,0.459016393,0,0,0,0,0,0,0,,.,57046669.38,.
hash_14011227_57591,14001124,0,920949173.5,21,1,34,زن,متاهل,16076361.61,0,0,.,.,15641865.35,580,.,1,1,1,0,0,.,1,0.459459459,0,0,0,0,0,0,0,,.,15641865.35,.
hash_14011227_195587,14001011,0,413276807.1,24,3,35,مرد,متاهل,0,0,0,0,51,16561021.24,1486,705,3,0,0,.,.,0.237856688,3,0.832549,0,0,0,0,0,0,0,,16561021.24,24576428.48,.
hash_14011227_132352,14000604,0,300092551.7,16,3,41,مرد,مجرد,0,1,4,0,62,33395139.49,3334,371,1,1,0,.,.,0.214952112,2,0.090163934,0,1,4,0,0,0,0,سررسید گذشته,22512202.71,0,464
hash_14011227_63060,14001029,0,512326620.4,26,10,36,مرد,متاهل,0,0,2,26,547,638219654.3,1967,33,1,7,0,.,.,0.46304106,3,0.527437721,0,0,2,0,0,0,0,,2121036700,19641743.01,1340
hash_14011227_57190,14001014,0,956343024.7,17,6,45,زن,متاهل,141442887.8,0,0,17,99,98750850.15,1877,805,4,0,1,0,0,0.172902388,3,0.769600746,0,0,0,0,0,0,0,,109659337.4,337009185.6,.
hash_14011227_136980,14000405,0,607610217.5,33,10,45,زن,متاهل,3035969521,0,0,81,0,92394291.83,5744,28,2,3,1,0,8,0.6063265,4,0.730562496,0,0,0,0,0,0,0,,239375311.8,132236409.4,.
hash_14011227_21286,14001014,0,341551080.2,24,5,66,مرد,متاهل,23681106.35,5,19,0,107,1050033936,2085,896,2,0,1,0,56,0.712899764,2,0.635064725,0,2,22,0,0,0,0,سررسید گذشته,1070323119,41635029.93,380
hash_14011227_52188,14000904,0,1049807025,44,1,44,مرد,متاهل,0,7,2,.,.,15190617.8,2592,.,1,0,0,.,.,.,1,0.524590164,1,3,5,0,0,0,0,سررسید گذشته,.,15190617.8,64
hash_14011227_31626,14000724,0,455252681.9,12,2,47,مرد,متاهل,143679216.8,0,0,0,5,107909640.7,2253,1152,1,1,1,0,0,0.585517975,1,0.054054054,0,0,0,0,0,0,0,,107909640.7,0,.
hash_14011227_61937,14001201,0,99229633.16,29,9,63,مرد,مجرد,2258300327,0,0,0,1216,20162738.93,3102,7,1,4,1,3,35,0.519345687,2,0.470223259,0,0,0,0,0,0,0,,53049137.56,25403831.86,.
hash_14011227_9761,14000921,0,699871349.7,22,3,43,مرد,متاهل,50380293.82,0,0,0,41,41912953.48,2782,297,2,0,1,0,.,0.61493002,2,0.722222222,0,0,0,0,0,0,0,,53487114.16,41912953.48,.
hash_14011227_118732,14001214,0,66153088.77,15,4,36,زن,مجرد,0,0,0,36,26,6545260.572,2352,541,1,1,1,0,.,1,3,0,0,0,0,0,0,0,0,,11643197.29,0,.
hash_14011227_28592,14000718,0,781213602.1,32,5,52,مرد,متاهل,0,11,8,0,1310,36794252.94,3420,5,1,1,0,.,.,0.201416137,4,0.219178082,0,10,9,0,0,0,0,سررسید گذشته,35769470.69,36794252.94,264
hash_14011227_85872,14000428,0,101268369.6,24,1,46,مرد,مجرد,5828728.496,0,0,.,.,41855291.24,2064,.,1,0,1,0,.,.,1,0.43442623,0,0,0,0,0,0,0,,.,41855291.24,.
hash_14011227_32440,14000930,0,614137109.4,15,1,57,زن,متاهل,19447318.12,0,0,.,.,25062634.71,4177,.,1,0,1,0,0,.,1,0.047945205,0,0,0,0,0,0,0,,.,0,.
